uid,churn
1.68346896E8,0
1.68469968E8,0
1.68488752E8,0
1.68496688E8,0
1.68199072E8,0
1.67310576E8,0
1.68356752E8,0
1.69157152E8,0
1.67783776E8,0
1.68284048E8,0
1.68422464E8,0
5.2319416E7,1
1.57460736E8,0
1.54462048E8,1
1.544452E8,1
1.54470816E8,1
1.54475568E8,1
1.54494368E8,1
1.54610384E8,1
1.54551824E8,1
1.54339936E8,1
1.3579248E8,1
1.54617296E8,1
1.54539328E8,1
1.54752976E8,1
2.1417422E7,1
1.54818912E8,1
1.54785488E8,1
1.54481088E8,1
1.54546736E8,1
1.5507424E8,1
1.55375696E8,1
1.68534064E8,0
1.68699936E8,0
1.68776592E8,0
1.687876E8,1
3752046.0,0
1.58717408E8,1
1.67748928E8,0
1.68992992E8,0
1.68547344E8,1
1.67957952E8,0
1.6769144E8,0
1.67710832E8,0
1.6764584E8,0
1.67672128E8,0
1.6778664E8,0
1.6769592E8,0
1.67970368E8,0
1.67692208E8,1
1.67801584E8,0
1.67872064E8,0
1.67891616E8,0
1.6805976E8,0
1.68369184E8,0
1.68248656E8,0
1.67186208E8,1
1.68160896E8,0
1.68226624E8,0
1.68197328E8,0
1.67786112E8,1
1.68429936E8,0
8.0279552E7,0
1.54390544E8,1
1.54410432E8,1
1.54479744E8,1
1.5449248E8,1
1.545428E8,1
1.54633456E8,1
1.54612896E8,1
1.54652432E8,1
1.5472776E8,1
1.54693216E8,1
1.54728256E8,1
1.54738176E8,1
6.75242E7,1
1.54765536E8,1
1.54794736E8,1
1.54821408E8,1
400904.0,1
1.45207552E8,1
1.51389984E8,1
1.47097216E8,1
1.58143856E8,1
1.68668896E8,0
1.68676064E8,0
1.6869288E8,0
1.68836528E8,0
1.68899264E8,1
1.6889152E8,0
1.68935616E8,1
4.6720652E7,1
1.69007312E8,0
1.6903648E8,0
1.68559904E8,1
1.68865664E8,0
1.67613232E8,0
1.67929968E8,0
1.678864E8,0
1.68151792E8,0
1.6777704E8,0
1.67683728E8,0
1.6793352E8,0
1.67871984E8,1
1.68081936E8,1
1.68397232E8,0
1.68221056E8,0
1.68421216E8,0
1.6825696E8,0
1.68169952E8,1
1.54335408E8,1
1.54550912E8,1
1.5217632E8,1
1.5462656E8,1
1.54616736E8,1
1.5453608E8,1
1.54707056E8,1
1.5461696E8,1
1.54739856E8,1
1.54800896E8,1
1.54670992E8,1
1.54818992E8,1
1.54792864E8,1
1.54206912E8,1
1.54683584E8,1
1.54785824E8,1
1.5490816E8,1
1.54981072E8,1
1.56105472E8,1
1.557948E8,1
1.56874992E8,1
1.3708392E8,1
1.688396E8,0
1.68892624E8,0
1.68912256E8,1
1.68875888E8,0
1.68934512E8,0
1.6490528E8,1
1.68703376E8,0
1.67249024E8,0
1.6895856E8,0
1.68976656E8,0
1.0046311E7,1
1.67614336E8,0
1.67932272E8,0
1.67598496E8,1
1.67711072E8,0
1.67665488E8,0
1.6789112E8,0
1.68518384E8,0
1.68510448E8,0
1.68348896E8,0
1.68258848E8,0
1.68354336E8,0
1.68157088E8,1
1.68079168E8,0
1.676492E8,0
1.66724912E8,1
1.54462352E8,1
1.54515552E8,1
1.5441904E8,1
1.54529584E8,1
1.54593568E8,1
1.54638976E8,1
1.54644608E8,1
1.5465656E8,1
1.54540736E8,1
1.54691584E8,1
1.5473512E8,1
1.5469728E8,1
1.54807296E8,1
1.54804128E8,1
1.54779712E8,1
1.54793216E8,1
1.54833248E8,1
1.54537168E8,1
1.5476016E8,1
1.54779536E8,1
1.54849536E8,1
1.55413056E8,1
1.54544784E8,1
1.68589856E8,0
1.68670432E8,0
1.68662144E8,0
1.68681168E8,0
1.6868456E8,1
1.68693152E8,0
1.68905648E8,0
1.68926224E8,0
1.68929536E8,0
1.68632304E8,0
1.67728752E8,0
1.67621552E8,1
1.67811552E8,0
1.67679728E8,0
1.6782488E8,0
1.6786504E8,0
1.67826896E8,0
1.67580032E8,0
1.676056E8,0
1.68069904E8,0
1.68336832E8,0
1.68117344E8,0
1.68208448E8,0
1.68384928E8,0
1.68173776E8,0
1.677968E8,0
1.68032496E8,0
1.68438224E8,0
1.67510384E8,0
1.68345392E8,1
1.67762928E8,0
1.54431104E8,1
1.54453552E8,1
1.54500128E8,1
1.54644912E8,1
1.54647376E8,1
1.54742912E8,1
1.54794816E8,1
1.54831856E8,1
1.44762464E8,1
1.55305872E8,1
1.6867568E8,0
1.68819136E8,1
1.68806448E8,0
1.68798016E8,0
1.6882992E8,0
1.68832992E8,0
1.68839696E8,0
1.68703024E8,0
1.68914464E8,0
1.68777328E8,0
1.68866272E8,0
1.68902992E8,1
1.6893856E8,0
1.69009792E8,0
1.67397424E8,1
1.67681648E8,0
1.67809168E8,0
1.67897808E8,0
1.68017952E8,0
1.6789792E8,0
1.68013552E8,0
1.67577648E8,0
1.67829728E8,0
1.67979696E8,0
1.67792288E8,0
1.67572624E8,0
1.68073344E8,0
1.68288128E8,0
9799901.0,0
1.6833304E8,0
1.69116144E8,1
1.67722736E8,0
1.69213488E8,1
1.54422368E8,1
1.54524624E8,1
1.54575984E8,1
1.54578576E8,1
1.54293776E8,1
1.54591888E8,1
1.54622544E8,1
1.54629872E8,1
1.54643552E8,1
1.5455616E8,1
1.54653824E8,1
1.54657184E8,1
1.54707488E8,1
1.54798576E8,1
1.54784784E8,1
1.54826928E8,1
1.54439584E8,1
1.54500736E8,1
1.54840864E8,1
1.54845504E8,1
1.55644624E8,1
1.55114688E8,1
4.8354308E7,0
1.68598256E8,0
1.68585072E8,1
1.68651904E8,0
1.68762384E8,0
1.68585504E8,0
1.68935264E8,0
7.8451112E7,1
1.68996832E8,0
1.68584048E8,0
1.68544592E8,0
1.3377108E8,1
1.68983872E8,0
1.67676176E8,0
1.56850336E8,0
1.67643776E8,0
1.67686896E8,0
1.67899632E8,0
1.67797184E8,0
1.67677424E8,0
1.6768536E8,0
1.6763336E8,0
1.676224E8,0
1.6765504E8,0
1.68357632E8,0
1.68082896E8,1
1.6807376E8,0
1.68187152E8,0
1.68209472E8,1
1.68489088E8,0
1.68179008E8,0
1.68456608E8,0
1.68331376E8,0
1.0651376E8,1
1.6778168E8,1
2.8055436E7,1
1.68211072E8,0
1.67878256E8,1
3.8046424E7,0
1.54408352E8,1
1.54472064E8,1
1.54504016E8,1
1.54285888E8,1
1.54538336E8,1
1.546116E8,1
1.54540048E8,1
1.54563888E8,1
1.54545184E8,1
1.54421872E8,1
1.5474344E8,1
1.54751152E8,1
1.54753696E8,1
1.54800544E8,1
1.5482152E8,1
1.1285088E8,1
1.5588512E8,1
1.53004192E8,1
1.68562224E8,1
1.68683728E8,0
1.6869456E8,0
1.68792992E8,0
1.68817536E8,0
1.68838912E8,0
1.68859568E8,0
1.677036E8,1
1.68968928E8,0
1.67896768E8,0
1.6760192E8,1
1.67584544E8,0
1.68486096E8,0
1.682304E8,1
1.68217696E8,0
1.68403488E8,1
1.13938344E8,1
1.68459408E8,0
1.69064352E8,1
1.6834784E8,1
8712754.0,0
1.54407488E8,1
1.54410336E8,1
1.48628368E8,1
1.54618912E8,1
1.54596608E8,1
1.52032928E8,1
1.5171504E8,1
1.54405024E8,1
1.54617232E8,1
1.55174736E8,1
1.5526992E8,1
1.5635336E8,1
2.63981E7,1
1.68583712E8,0
1.68657968E8,1
1.6865232E8,0
1.68670976E8,1
1.68353136E8,0
1.6876128E8,0
8.3631632E7,1
1.68839504E8,0
1.68920256E8,0
1.28029112E8,1
1.68899184E8,0
1.67621488E8,1
1.67604352E8,0
1.67753696E8,0
1.67901088E8,0
3068886.0,1
1.6803592E8,0
1.6802648E8,0
1.68027632E8,0
1.68195712E8,0
1.68504112E8,0
1.68255568E8,0
1.68350848E8,0
1.68443408E8,0
1.68366128E8,0
1.68169008E8,0
5.8241596E7,1
1.67722032E8,1
1.679372E8,0
1.5735496E8,1
1.5442656E8,1
1.54430208E8,1
1.54464512E8,1
1.54477232E8,1
1.54583696E8,1
1.54147888E8,1
1.54614896E8,1
1.54711248E8,1
1.54728544E8,1
1.54694576E8,1
1.54673792E8,1
1.00212424E8,1
1.54796816E8,1
1.52675024E8,1
1.50014448E8,1
1.6857344E8,1
1.68671808E8,0
1.68918016E8,0
1.68873968E8,0
1.68948128E8,1
1.6894848E8,0
1.68698656E8,1
1.68778496E8,1
1.67583984E8,0
1.67800016E8,0
1.67743072E8,0
1.67585344E8,1
1.67725344E8,0
1.678564E8,0
1.67748176E8,0
1.67945104E8,0
1.67940304E8,0
1.6817808E8,0
1.68087616E8,1
1.68058672E8,0
1.68156048E8,0
1.6755216E8,1
1.68410992E8,0
1.67787888E8,0
1.66859328E8,1
1.68443664E8,0
1.68330256E8,0
1.60461872E8,1
1.67667024E8,0
1.67171168E8,0
1.62836384E8,0
1.5453736E8,1
1.54647408E8,1
1.54668032E8,1
1.54735088E8,1
1.54800768E8,1
1.54705376E8,1
1.54601584E8,1
1.5466616E8,1
1.54804336E8,1
1.51166144E8,1
1.55442768E8,1
1.54138592E8,1
1.51334784E8,1
1.56648432E8,1
1.68547312E8,1
1.46633824E8,1
1.68629376E8,0
1.68664224E8,0
1.46930336E8,1
1.68715616E8,0
1.688056E8,0
1.68857776E8,0
1.68796432E8,0
1.6856368E8,0
1.55346752E8,1
1.68989248E8,1
1.679492E8,0
1.67574208E8,0
1.6774704E8,1
1.68040016E8,0
1.677844E8,0
1.67804512E8,0
1.67959504E8,0
1.678004E8,0
1.67756016E8,0
1.67607168E8,0
1.67635888E8,0
1.67679296E8,0
4.498834E7,0
1.68517536E8,0
1.6823768E8,0
1.6847632E8,1
1.68457856E8,0
1.68453408E8,0
1.68332048E8,0
1.68182256E8,0
1.68314256E8,0
1.685136E8,0
1.67687776E8,0
1.67829472E8,0
1.16543184E8,1
1.68155888E8,0
1.67181072E8,1
1.68403856E8,0
1.5446104E8,1
1.54419488E8,1
1.54489504E8,1
1.54561552E8,1
1.5459088E8,1
1.54649744E8,1
1.54708864E8,1
1.5469848E8,1
1.54703776E8,1
1.54683344E8,1
1.54785072E8,1
1.54536096E8,1
1.54803568E8,1
5.5581564E7,1
1.54552224E8,1
1.49273072E8,1
1.54893568E8,1
1.68548144E8,0
1.68536704E8,0
1.68556496E8,1
1.68769616E8,0
1.64275904E8,1
1.65855072E8,1
1.2668024E7,1
1.67902448E8,0
1.6584784E8,1
1.6804576E8,0
1.6781584E8,0
1.68427824E8,0
1.68504752E8,0
1.6839888E8,0
1.68214704E8,0
1.68349072E8,0
1.69202912E8,0
1.68000224E8,0
1.67714672E8,1
1.66361504E8,1
1.61596464E8,0
1.54440352E8,1
1.54591696E8,1
1.54621984E8,1
1.54625408E8,1
1.53478592E8,1
1.54610368E8,1
1.54687424E8,1
1.54734752E8,1
1.5481984E8,1
1.54699968E8,1
1.5466528E8,1
1.54678944E8,1
1.8319552E7,1
1.4070578E7,1
1.55323792E8,1
1.53034E8,1
1.47398752E8,1
1.68532768E8,0
1.6858496E8,0
4.9219808E7,1
1.68674528E8,1
1.68649216E8,0
1.68531168E8,0
1.68809616E8,0
1.68910592E8,0
1.68938368E8,0
1.69011472E8,0
1.66636192E8,1
1.67580944E8,0
1.67626608E8,1
1.67891056E8,0
1.67651136E8,0
1.67659792E8,0
1.6793728E8,0
1.60890848E8,1
1.67509136E8,1
1.6837336E8,0
1.68104096E8,1
1.68351136E8,0
1.69092448E8,1
1.6763208E8,0
1.60599808E8,1
1.67723168E8,1
1.6430488E8,0
1.67712448E8,1
1.54407728E8,1
1.54482368E8,1
1.54503072E8,1
1.5450704E8,1
1.54527712E8,1
1.5441528E8,1
1.54571136E8,1
1.54534848E8,1
1.54679168E8,1
1.54428864E8,1
1.54730528E8,1
1.5449896E8,1
1.54566752E8,1
1.54438864E8,1
1.5454136E8,1
1.5460248E8,1
1.54777312E8,1
1.5487928E8,1
1.54906416E8,1
1.55634368E8,1
1.12288352E8,0
1.6866296E8,0
1.68648672E8,0
1.68785504E8,0
1.6888816E8,0
1.68919168E8,0
1.69028784E8,0
1.69041696E8,0
1.68698E8,1
1.68711856E8,0
1.68859664E8,0
1.6895704E8,0
1.67593792E8,0
1.67631088E8,0
1.67750528E8,0
1.67579776E8,0
1.67995504E8,0
1.67622896E8,1
1.67356048E8,1
1.67870928E8,0
1.67981936E8,0
1.67755152E8,0
1.67691424E8,0
1.63552928E8,0
1.6774608E8,0
1.67788992E8,0
1.68140064E8,0
1.6840728E8,0
1.68376448E8,0
1.6822184E8,0
1.68302816E8,0
1.57823024E8,0
1.68304112E8,0
1.680704E8,0
1.6816472E8,0
1.68380496E8,0
1.67749232E8,0
1.6801392E8,0
1.36560208E8,0
1.5445384E8,1
1.5452248E8,1
1.54636256E8,1
1.54713712E8,1
1.54701968E8,1
1.54708448E8,1
3.0168464E7,1
1.5474608E8,1
1.54683024E8,1
1.54700688E8,1
1.18146912E8,1
1.57637456E8,1
1.68575152E8,1
1.66472064E8,1
1.68741664E8,0
1.68707232E8,0
1.68806512E8,0
1.68809136E8,0
1.685636E8,0
1.62766192E8,1
1.68648256E8,0
1.6876824E8,1
1.68354992E8,0
1.67995408E8,0
1.6757488E8,0
1.67814624E8,0
1.67675696E8,0
8.844456E7,1
1.67897952E8,0
1.67996352E8,0
1.68282448E8,0
1.68083488E8,1
1.68145168E8,1
1.68411792E8,0
1.68333008E8,0
1.68110688E8,0
1.68379472E8,0
1.68458144E8,0
1.6773096E8,0
9.7865408E7,1
1.01294224E8,0
1.54419472E8,1
1.54423168E8,1
1.54460208E8,1
1.54476944E8,1
1.5451776E8,1
1.54528752E8,1
1.54530944E8,1
1.54561888E8,1
1.54582336E8,1
1.54590608E8,1
1.54497088E8,1
1.54651376E8,1
1.54718688E8,1
1.54733328E8,1
1.5473792E8,1
1.5467416E8,1
1.54787696E8,1
1.547804E8,1
1.54786352E8,1
1.54712864E8,1
1.54760784E8,1
1.543816E8,1
1.54249888E8,1
1.54699248E8,1
1.54797328E8,1
1.54287168E8,1
4.936008E7,1
1.68612496E8,0
1.68743408E8,0
1.6873136E8,0
1.686968E8,0
1.68725328E8,1
1.68763328E8,0
1.6877944E8,0
1.68812928E8,0
1.6702016E8,1
1.68931952E8,0
1.68940592E8,0
1.68974528E8,0
8.7610568E7,1
1.68718704E8,1
1.68893424E8,1
1.67676048E8,1
1.67598784E8,0
1.37035792E8,0
1.676096E8,1
1.67666752E8,0
1.67749472E8,0
1.67701424E8,0
1.68250272E8,0
1.68091808E8,1
1.68471488E8,0
1.68438416E8,1
1.68121344E8,0
1.6829464E8,0
8.5918056E7,1
1.68152176E8,0
1.68389456E8,0
1.6811E8,0
1.67711952E8,1
1.67808032E8,0
1.67190528E8,1
1.68215312E8,0
1.6575832E8,1
1.0995896E8,0
1.54514448E8,1
1.54478192E8,1
1.545764E8,1
1.54623616E8,1
1.54802832E8,1
7.0946112E7,1
1.5475752E8,1
1.54781408E8,1
1.54631616E8,1
1.55320656E8,1
1.685768E8,1
1.68609152E8,0
1.68601744E8,0
1.68732416E8,0
1.68806464E8,0
1.68901776E8,0
1.68861696E8,0
1.68637488E8,0
1.68479824E8,0
1.68010976E8,0
1.67662336E8,0
1.67600064E8,0
1.6773368E8,0
1.67890272E8,0
1.04615848E8,0
1.67943904E8,0
1.67944784E8,0
1.67668256E8,0
1.67801216E8,0
1.67934704E8,0
1.68007984E8,0
1.6803184E8,0
1.68367808E8,0
1.68455808E8,0
1.68331184E8,0
1.6852064E8,0
1.68162144E8,0
1.6822656E8,0
1.68425328E8,1
1.6823888E8,0
1.28475592E8,0
1.68435024E8,1
1.68298288E8,0
1.67961552E8,1
1.45436112E8,1
9.8359088E7,0
1.544212E8,1
1.54638576E8,1
1.54606848E8,1
1.54597728E8,1
1.54652768E8,1
1.5461464E8,1
1.5470928E8,1
1.54701888E8,1
1.54676528E8,1
1.5475168E8,1
1.54800864E8,1
1.54767472E8,1
1.54827696E8,1
1.54831744E8,1
1.53375296E8,1
1.09809368E8,1
1.55042048E8,1
1.53807232E8,1
1.68577488E8,0
1.66737376E8,1
1.68639216E8,0
1.3828864E8,1
1.68834656E8,0
1.689312E8,0
1.69005152E8,0
1.68980192E8,0
1.68540624E8,1
1.68719872E8,0
1.6878528E8,0
5.856658E7,1
1.5762976E8,1
1.68237888E8,0
1.68736112E8,0
1.6758056E8,0
1.67749888E8,0
1.67958128E8,0
1.68022352E8,0
1.68045904E8,0
1.68073568E8,0
1.68516176E8,0
1.68320032E8,0
1.6841808E8,0
1.68279248E8,0
1.68404656E8,0
1.68513936E8,0
1.69141872E8,0
1.69045952E8,0
1.67909584E8,1
1.67434944E8,0
4.6569664E7,1
1.54445936E8,1
1.54484832E8,1
1.546192E8,1
1.54657536E8,1
1.54736944E8,1
1.5476624E8,1
1.52418176E8,1
1.54765696E8,1
1.53576848E8,1
1.55310384E8,1
1.56151344E8,1
1.56745648E8,1
1.68559712E8,1
1.68683936E8,0
1.68737936E8,0
1.6871768E8,0
1.68760624E8,0
1.68809664E8,0
1.68803584E8,0
1.6891872E8,0
1.6878112E8,0
1.68859504E8,0
1.50038912E8,1
1.68056096E8,0
1.67626592E8,0
1.67852608E8,0
1.67897712E8,0
1.6758232E8,0
1.67641632E8,0
1.6792424E8,0
1.67706128E8,1
1.6788784E8,0
1.67795232E8,0
1.6796616E8,0
1.67913088E8,0
1.68143792E8,0
1.68126592E8,0
1.67707328E8,0
1.6851872E8,0
1.68290688E8,1
1.13032272E8,1
1.6770704E8,1
1.60139392E8,0
3.7619896E7,1
1.54508304E8,1
1.54513168E8,1
1.54575728E8,1
1.54640464E8,1
1.5459552E8,1
1.54663248E8,1
1.54705856E8,1
1.5466608E8,1
1.54769728E8,1
1.548228E8,1
1.54394128E8,1
1.546852E8,1
1.53726608E8,1
1.5486944E8,1
1.55275744E8,1
1.55924432E8,1
1.68612608E8,0
1.6862552E8,0
1.6862744E8,0
1.68807824E8,0
1.6877104E8,0
1.68899808E8,0
1.68852784E8,0
1.68560416E8,0
1.04591896E8,1
1.67917856E8,0
1.67645008E8,0
1.6764592E8,0
1.67773968E8,0
1.67906864E8,0
1.67849184E8,1
1.68050576E8,0
1.67662048E8,0
1.67933312E8,0
1.68042784E8,0
1.67906256E8,0
1.68096768E8,1
1.68116128E8,0
1.68404736E8,0
1.68332816E8,0
1.68511632E8,0
1.68095488E8,1
1.68209808E8,0
1.68426032E8,0
1.682016E8,0
1.68187664E8,0
1.68246544E8,0
1.65995456E8,1
1.68146768E8,1
1.68360944E8,1
1.67703856E8,0
1.62292336E8,1
1.54514608E8,1
1.54545072E8,1
1.54658832E8,1
1.54696416E8,1
1.54683536E8,1
1.5481608E8,1
1.54761328E8,1
1.54830928E8,1
1.5476088E8,1
1.54780928E8,1
1.51033104E8,1
1.09631872E8,1
1.4562048E8,1
1.55797824E8,1
5.3278276E7,0
1.68623328E8,0
1.6862856E8,0
1.6859704E8,0
1.6874464E8,0
1.68755232E8,1
1.6891992E8,1
1.68927376E8,0
1.68930288E8,0
1.69012288E8,0
1.68705136E8,1
1.6781504E8,0
1.66333792E8,1
2.4003704E7,1
1.68570928E8,1
1.6371088E8,1
1.67596304E8,1
1.67606672E8,1
1.67829936E8,1
1.67824624E8,0
1.67586432E8,0
1.67965968E8,0
1.68008528E8,0
1.6763248E8,0
1.6805256E8,0
1.6780536E8,0
1.66601152E8,0
1.68253424E8,0
1.68468576E8,0
1.684904E8,0
1.68466624E8,0
1.6833128E8,0
1.66063984E8,1
1.68464736E8,0
1.67765552E8,0
1.67654656E8,0
1.67871904E8,0
1.65686256E8,1
1.66853904E8,0
1.44178272E8,1
1.65953248E8,1
1.16009376E8,1
6.2781144E7,1
1.54446688E8,1
1.54467616E8,1
1.54429936E8,1
1.5448208E8,1
1.545672E8,1
1.54591424E8,1
1.54630352E8,1
1.54723552E8,1
1.54737328E8,1
1.5474816E8,1
1.5455928E8,1
1.53259008E8,1
1.53169312E8,1
1.54789024E8,1
1.53716912E8,1
1.55114896E8,1
1.68549152E8,0
1.68756272E8,0
1.68791776E8,1
1.68802544E8,1
1.68962832E8,0
1.66084256E8,1
1.68234144E8,0
6.9970528E7,0
1.67699568E8,0
1.675904E8,0
1.67632128E8,0
